lga,indicator,percentage,vic_point_est,vic_lower,vic_upper,comparison
Stonnington (C),Arthritis,14.09495,20.54975,19.97896,21.13254,Significantly lower
Stonnington (C),Asthma ever diagnosed,18.34598,19.9574,19.24135,20.69326,Significantly lower
Stonnington (C),Cancer,7.078824,8.055676,7.650898,8.479904,Significantly lower
Stonnington (C),Type 2 diabetes,3.057841,5.452335,5.114101,5.81157,Significantly lower
Stonnington (C),Heart disease,4.075171,6.74474,6.381202,7.127412,Significantly lower
Stonnington (C),Osteoporosis,5.055937,5.669229,5.326293,6.032838,Significantly lower
Stonnington (C),Stroke,2.119798,2.364184,2.142138,2.608632,Significantly lower
Stonnington (C),Two or more chronic diseases,19.1758,25.48854,24.80298,26.18645,Significantly lower
Stonnington (C),Had a blood lipids test in last 2 years,58.66346,56.78789,55.95063,57.62128,Significantly higher
Stonnington (C),Had a blood pressure test in last 2 years,82.71873,79.5963,78.80486,80.36555,Significantly higher
Stonnington (C),Had a blood glucose test in last 2 years,49.77614,50.72365,49.86354,51.58334,Significantly lower
Stonnington (C),Had a faecal occult blood test 50 years of age,62.20585,60.14296,58.76671,61.50336,Significantly higher
Stonnington (C),Had a bowel exam to detect cancer last 5 years,53.52422,46.75256,45.59576,47.91285,Significantly higher
Stonnington (C),Had a mammogram to detect cancer in last 2 years,83.06672,79.2266,77.66267,80.70823,Significantly higher
Strathbogie (S),Obese,24.25987,19.26897,18.58293,19.97411,Significantly higher
Strathbogie (S),Overweight,59.13579,50.80429,49.90919,51.69888,Significantly higher
Strathbogie (S),Daily consumer of sugar sweetened soft drinks,19.31226,10.09867,9.516874,10.71183,Significantly higher
Strathbogie (S),Take away food consumed >1 day/week,17.0905,15.2893,14.59565,16.00974,Significantly higher
Strathbogie (S),Sedentary (inactive),1.080164,2.539791,2.256574,2.857514,Significantly lower
Strathbogie (S),Insufficiently physically active,56.1246,44.08774,43.18836,44.99101,Significantly higher
Strathbogie (S),Complied with vegetable consumption guidelines,6.257526,5.388293,5.0284,5.77238,Significantly higher
Strathbogie (S),Complied with fruit consumption guidelines,35.25602,43.19355,42.28772,44.10395,Significantly lower
Strathbogie (S),Daily smoker,12.86197,12.42754,11.80477,13.0783,Not sig. diff.
Strathbogie (S),Current (i.e. daily or occasional smoker),15.6296,16.741,16.03742,17.46903,Significantly lower
Strathbogie (S),Increased lifetime risk of alcohol related harm,66.98488,59.48907,58.59407,60.37781,Significantly higher
Strathbogie (S),Incr. risk of injury from a single occasion of drinking,48.09585,42.98549,42.10708,43.86834,Significantly higher
Strathbogie (S),Fair or poor self reported health,25.26949,20.28965,19.55869,21.04079,Significantly higher
Strathbogie (S),Low or medium life satisfaction,25.05491,20.45532,19.69321,21.23913,Significantly higher
Strathbogie (S),High or very high levels of psychological distress,17.5,15.43,14.75,16.14,Significantly higher
Strathbogie (S),Doctor diagnosed hypertension,32.62081,25.42567,24.74985,26.11354,Significantly higher
Strathbogie (S),Anxiety or depression,37.07139,27.36389,26.566,28.17655,Significantly higher
Strathbogie (S),Arthritis,22.63132,20.54975,19.97896,21.13254,Significantly higher
Strathbogie (S),Asthma ever diagnosed,17.9245,19.9574,19.24135,20.69326,Significantly lower
Strathbogie (S),Cancer,12.33116,8.055676,7.650898,8.479904,Significantly higher
Strathbogie (S),Type 2 diabetes,5.040386,5.452335,5.114101,5.81157,Significantly lower
Strathbogie (S),Heart disease,9.124818,6.74474,6.381202,7.127412,Significantly higher
Strathbogie (S),Osteoporosis,6.790762,5.669229,5.326293,6.032838,Significantly higher
Strathbogie (S),Stroke,3.399994,2.364184,2.142138,2.608632,Significantly higher
Strathbogie (S),Two or more chronic diseases,28.76225,25.48854,24.80298,26.18645,Significantly higher
Strathbogie (S),Had a blood lipids test in last 2 years,58.22318,56.78789,55.95063,57.62128,Significantly higher
Strathbogie (S),Had a blood pressure test in last 2 years,76.94604,79.5963,78.80486,80.36555,Significantly lower
Strathbogie (S),Had a blood glucose test in last 2 years,53.61632,50.72365,49.86354,51.58334,Significantly higher
Strathbogie (S),Had a faecal occult blood test 50 years of age,66.76428,60.14296,58.76671,61.50336,Significantly higher
Strathbogie (S),Had a bowel exam to detect cancer last 5 years,56.15701,46.75256,45.59576,47.91285,Significantly higher
Strathbogie (S),Had a mammogram to detect cancer in last 2 years,77.4913,79.2266,77.66267,80.70823,Significantly lower
Surf Coast (S),Obese,18.74444,19.26897,18.58293,19.97411,Not sig. diff.
Surf Coast (S),Overweight,58.67723,50.80429,49.90919,51.69888,Significantly higher
Surf Coast (S),Daily consumer of sugar sweetened soft drinks,5.246218,10.09867,9.516874,10.71183,Significantly lower
Surf Coast (S),Take away food consumed >1 day/week,6.824898,15.2893,14.59565,16.00974,Significantly lower
Surf Coast (S),Sedentary (inactive),1.304787,2.539791,2.256574,2.857514,Significantly lower
Surf Coast (S),Insufficiently physically active,44.93582,44.08774,43.18836,44.99101,Not sig. diff.
Surf Coast (S),Complied with vegetable consumption guidelines,5.527091,5.388293,5.0284,5.77238,Not sig. diff.
Surf Coast (S),Complied with fruit consumption guidelines,38.22866,43.19355,42.28772,44.10395,Significantly lower
Surf Coast (S),Daily smoker,5.465874,12.42754,11.80477,13.0783,Significantly lower
Surf Coast (S),Current (i.e. daily or occasional smoker),17.66674,16.741,16.03742,17.46903,Significantly higher
Surf Coast (S),Increased lifetime risk of alcohol related harm,74.11936,59.48907,58.59407,60.37781,Significantly higher
Surf Coast (S),Incr. risk of injury from a single occasion of drinking,59.22699,42.98549,42.10708,43.86834,Significantly higher
Surf Coast (S),Fair or poor self reported health,11.09037,20.28965,19.55869,21.04079,Significantly lower
Surf Coast (S),Low or medium life satisfaction,14.53663,20.45532,19.69321,21.23913,Significantly lower
Surf Coast (S),High or very high levels of psychological distress,9.05,15.43,14.75,16.14,Significantly lower
Surf Coast (S),Doctor diagnosed hypertension,20.05619,25.42567,24.74985,26.11354,Significantly lower
Surf Coast (S),Anxiety or depression,18.6566,27.36389,26.566,28.17655,Significantly lower
Surf Coast (S),Arthritis,17.89958,20.54975,19.97896,21.13254,Significantly lower
Surf Coast (S),Asthma ever diagnosed,14.62542,19.9574,19.24135,20.69326,Significantly lower
Surf Coast (S),Cancer,6.947609,8.055676,7.650898,8.479904,Significantly lower
Surf Coast (S),Type 2 diabetes,3.332872,5.452335,5.114101,5.81157,Significantly lower
Surf Coast (S),Heart disease,6.4826,6.74474,6.381202,7.127412,Not sig. diff.
Surf Coast (S),Osteoporosis,4.222615,5.669229,5.326293,6.032838,Significantly lower
Surf Coast (S),Stroke,1.360817,2.364184,2.142138,2.608632,Significantly lower
Surf Coast (S),Two or more chronic diseases,17.72616,25.48854,24.80298,26.18645,Significantly lower
Surf Coast (S),Had a blood lipids test in last 2 years,46.23237,56.78789,55.95063,57.62128,Significantly lower
Surf Coast (S),Had a blood pressure test in last 2 years,81.94911,79.5963,78.80486,80.36555,Significantly higher
Surf Coast (S),Had a blood glucose test in last 2 years,38.40697,50.72365,49.86354,51.58334,Significantly lower
Surf Coast (S),Had a faecal occult blood test 50 years of age,65.67982,60.14296,58.76671,61.50336,Significantly higher
Surf Coast (S),Had a bowel exam to detect cancer last 5 years,47.17253,46.75256,45.59576,47.91285,Not sig. diff.
Surf Coast (S),Had a mammogram to detect cancer in last 2 years,84.18051,79.2266,77.66267,80.70823,Significantly higher
Swan Hill (RC),Obese,28.55285,19.26897,18.58293,19.97411,Significantly higher
Swan Hill (RC),Overweight,49.84268,50.80429,49.90919,51.69888,Significantly lower
Swan Hill (RC),Daily consumer of sugar sweetened soft drinks,15.08845,10.09867,9.516874,10.71183,Significantly higher
Swan Hill (RC),Take away food consumed >1 day/week,6.178584,15.2893,14.59565,16.00974,Significantly lower
Swan Hill (RC),Sedentary (inactive),2.106016,2.539791,2.256574,2.857514,Significantly lower
Swan Hill (RC),Insufficiently physically active,38.63204,44.08774,43.18836,44.99101,Significantly lower
Swan Hill (RC),Complied with vegetable consumption guidelines,8.180037,5.388293,5.0284,5.77238,Significantly higher
Swan Hill (RC),Complied with fruit consumption guidelines,43.76004,43.19355,42.28772,44.10395,Not sig. diff.
Swan Hill (RC),Daily smoker,21.53529,12.42754,11.80477,13.0783,Significantly higher
Swan Hill (RC),Current (i.e. daily or occasional smoker),23.22716,16.741,16.03742,17.46903,Significantly higher
Swan Hill (RC),Increased lifetime risk of alcohol related harm,54.76472,59.48907,58.59407,60.37781,Significantly lower
Swan Hill (RC),Incr. risk of injury from a single occasion of drinking,38.32044,42.98549,42.10708,43.86834,Significantly lower
Swan Hill (RC),Fair or poor self reported health,27.02992,20.28965,19.55869,21.04079,Significantly higher
Swan Hill (RC),Low or medium life satisfaction,23.04049,20.45532,19.69321,21.23913,Significantly higher
Swan Hill (RC),High or very high levels of psychological distress,23.26,15.43,14.75,16.14,Significantly higher
Swan Hill (RC),Doctor diagnosed hypertension,27.33367,25.42567,24.74985,26.11354,Significantly higher
Swan Hill (RC),Anxiety or depression,33.86771,27.36389,26.566,28.17655,Significantly higher
Swan Hill (RC),Arthritis,24.36997,20.54975,19.97896,21.13254,Significantly higher
Swan Hill (RC),Asthma ever diagnosed,18.52235,19.9574,19.24135,20.69326,Significantly lower
Swan Hill (RC),Cancer,7.379613,8.055676,7.650898,8.479904,Significantly lower
Swan Hill (RC),Type 2 diabetes,7.169724,5.452335,5.114101,5.81157,Significantly higher
Swan Hill (RC),Heart disease,6.534276,6.74474,6.381202,7.127412,Not sig. diff.
Swan Hill (RC),Osteoporosis,6.929064,5.669229,5.326293,6.032838,Significantly higher
Swan Hill (RC),Stroke,3.212628,2.364184,2.142138,2.608632,Significantly higher
Swan Hill (RC),Two or more chronic diseases,26.63614,25.48854,24.80298,26.18645,Significantly higher
Swan Hill (RC),Had a blood lipids test in last 2 years,52.68131,56.78789,55.95063,57.62128,Significantly lower
Swan Hill (RC),Had a blood pressure test in last 2 years,85.96898,79.5963,78.80486,80.36555,Significantly higher
Swan Hill (RC),Had a blood glucose test in last 2 years,58.15863,50.72365,49.86354,51.58334,Significantly higher
Swan Hill (RC),Had a faecal occult blood test 50 years of age,66.3533,60.14296,58.76671,61.50336,Significantly higher
Swan Hill (RC),Had a bowel exam to detect cancer last 5 years,48.75011,46.75256,45.59576,47.91285,Significantly higher
Swan Hill (RC),Had a mammogram to detect cancer in last 2 years,81.55689,79.2266,77.66267,80.70823,Significantly higher
Towong (S),Obese,23.91662,19.26897,18.58293,19.97411,Significantly higher
Towong (S),Overweight,59.63108,50.80429,49.90919,51.69888,Significantly higher
Towong (S),Daily consumer of sugar sweetened soft drinks,13.42552,10.09867,9.516874,10.71183,Significantly higher
Towong (S),Take away food consumed >1 day/week,14.61879,15.2893,14.59565,16.00974,Not sig. diff.
Towong (S),Sedentary (inactive),1.023707,2.539791,2.256574,2.857514,Significantly lower
Towong (S),Insufficiently physically active,30.92877,44.08774,43.18836,44.99101,Significantly lower
Towong (S),Complied with vegetable consumption guidelines,9.805619,5.388293,5.0284,5.77238,Significantly higher
Towong (S),Complied with fruit consumption guidelines,45.49291,43.19355,42.28772,44.10395,Significantly higher
Towong (S),Daily smoker,9.232552,12.42754,11.80477,13.0783,Significantly lower
Towong (S),Current (i.e. daily or occasional smoker),14.43464,16.741,16.03742,17.46903,Significantly lower
Towong (S),Increased lifetime risk of alcohol related harm,72.59144,59.48907,58.59407,60.37781,Significantly higher
Towong (S),Incr. risk of injury from a single occasion of drinking,56.33732,42.98549,42.10708,43.86834,Significantly higher
Towong (S),Fair or poor self reported health,14.81318,20.28965,19.55869,21.04079,Significantly lower
Towong (S),Low or medium life satisfaction,13.70695,20.45532,19.69321,21.23913,Significantly lower
Towong (S),High or very high levels of psychological distress,12.74,15.43,14.75,16.14,Significantly lower
Towong (S),Doctor diagnosed hypertension,20.8901,25.42567,24.74985,26.11354,Significantly lower
Towong (S),Anxiety or depression,29.04992,27.36389,26.566,28.17655,Significantly higher
Towong (S),Arthritis,22.5204,20.54975,19.97896,21.13254,Significantly higher
Towong (S),Asthma ever diagnosed,23.60459,19.9574,19.24135,20.69326,Significantly higher
Towong (S),Cancer,9.561649,8.055676,7.650898,8.479904,Significantly higher
Towong (S),Type 2 diabetes,5.316633,5.452335,5.114101,5.81157,Not sig. diff.
Towong (S),Heart disease,9.054242,6.74474,6.381202,7.127412,Significantly higher
Towong (S),Osteoporosis,3.222949,5.669229,5.326293,6.032838,Significantly lower
Towong (S),Stroke,3.757093,2.364184,2.142138,2.608632,Significantly higher
Towong (S),Two or more chronic diseases,28.46753,25.48854,24.80298,26.18645,Significantly higher
Towong (S),Had a blood lipids test in last 2 years,52.86588,56.78789,55.95063,57.62128,Significantly lower
Towong (S),Had a blood pressure test in last 2 years,83.32032,79.5963,78.80486,80.36555,Significantly higher
Towong (S),Had a blood glucose test in last 2 years,47.42944,50.72365,49.86354,51.58334,Significantly lower
Towong (S),Had a faecal occult blood test 50 years of age,60.6771,60.14296,58.76671,61.50336,Not sig. diff.
Towong (S),Had a bowel exam to detect cancer last 5 years,48.72327,46.75256,45.59576,47.91285,Significantly higher
Towong (S),Had a mammogram to detect cancer in last 2 years,79.96989,79.2266,77.66267,80.70823,Not sig. diff.
Wangaratta (RC),Obese,21.5705,19.26897,18.58293,19.97411,Significantly higher
Wangaratta (RC),Overweight,60.84908,50.80429,49.90919,51.69888,Significantly higher
Wangaratta (RC),Daily consumer of sugar sweetened soft drinks,12.42172,10.09867,9.516874,10.71183,Significantly higher
Wangaratta (RC),Take away food consumed >1 day/week,16.09838,15.2893,14.59565,16.00974,Significantly higher
Wangaratta (RC),Sedentary (inactive),1.227687,2.539791,2.256574,2.857514,Significantly lower
Wangaratta (RC),Insufficiently physically active,47.88453,44.08774,43.18836,44.99101,Significantly higher
Wangaratta (RC),Complied with vegetable consumption guidelines,7.138951,5.388293,5.0284,5.77238,Significantly higher
Wangaratta (RC),Complied with fruit consumption guidelines,45.0802,43.19355,42.28772,44.10395,Significantly higher
Wangaratta (RC),Daily smoker,8.055735,12.42754,11.80477,13.0783,Significantly lower
Wangaratta (RC),Current (i.e. daily or occasional smoker),9.094016,16.741,16.03742,17.46903,Significantly lower
Wangaratta (RC),Increased lifetime risk of alcohol related harm,69.85826,59.48907,58.59407,60.37781,Significantly higher
Wangaratta (RC),Incr. risk of injury from a single occasion of drinking,49.80757,42.98549,42.10708,43.86834,Significantly higher
Wangaratta (RC),Fair or poor self reported health,17.9689,20.28965,19.55869,21.04079,Significantly lower
Wangaratta (RC),Low or medium life satisfaction,15.19483,20.45532,19.69321,21.23913,Significantly lower
Wangaratta (RC),High or very high levels of psychological distress,12.9,15.43,14.75,16.14,Significantly lower
Wangaratta (RC),Doctor diagnosed hypertension,22.35944,25.42567,24.74985,26.11354,Significantly lower
Wangaratta (RC),Anxiety or depression,31.17465,27.36389,26.566,28.17655,Significantly higher
Wangaratta (RC),Arthritis,23.0971,20.54975,19.97896,21.13254,Significantly higher
Wangaratta (RC),Asthma ever diagnosed,27.39663,19.9574,19.24135,20.69326,Significantly higher
Wangaratta (RC),Cancer,9.050086,8.055676,7.650898,8.479904,Significantly higher
Wangaratta (RC),Type 2 diabetes,5.024834,5.452335,5.114101,5.81157,Significantly lower
Wangaratta (RC),Heart disease,5.677865,6.74474,6.381202,7.127412,Significantly lower
Wangaratta (RC),Osteoporosis,5.080903,5.669229,5.326293,6.032838,Significantly lower
Wangaratta (RC),Stroke,2.684981,2.364184,2.142138,2.608632,Significantly higher
Wangaratta (RC),Two or more chronic diseases,27.46284,25.48854,24.80298,26.18645,Significantly higher
Wangaratta (RC),Had a blood lipids test in last 2 years,51.77213,56.78789,55.95063,57.62128,Significantly lower
Wangaratta (RC),Had a blood pressure test in last 2 years,77.79432,79.5963,78.80486,80.36555,Significantly lower
Wangaratta (RC),Had a blood glucose test in last 2 years,46.54677,50.72365,49.86354,51.58334,Significantly lower
Wangaratta (RC),Had a faecal occult blood test 50 years of age,65.98501,60.14296,58.76671,61.50336,Significantly higher
Wangaratta (RC),Had a bowel exam to detect cancer last 5 years,57.17568,46.75256,45.59576,47.91285,Significantly higher
Wangaratta (RC),Had a mammogram to detect cancer in last 2 years,86.91164,79.2266,77.66267,80.70823,Significantly higher
Warrnambool (C),Obese,24.09261,19.26897,18.58293,19.97411,Significantly higher
Warrnambool (C),Overweight,56.77989,50.80429,49.90919,51.69888,Significantly higher
Warrnambool (C),Daily consumer of sugar sweetened soft drinks,11.98667,10.09867,9.516874,10.71183,Significantly higher
Warrnambool (C),Take away food consumed >1 day/week,12.94208,15.2893,14.59565,16.00974,Significantly lower
Warrnambool (C),Sedentary (inactive),2.043329,2.539791,2.256574,2.857514,Significantly lower
Warrnambool (C),Insufficiently physically active,48.01672,44.08774,43.18836,44.99101,Significantly higher
Warrnambool (C),Complied with vegetable consumption guidelines,3.7265,5.388293,5.0284,5.77238,Significantly lower
Warrnambool (C),Complied with fruit consumption guidelines,40.08734,43.19355,42.28772,44.10395,Significantly lower
Warrnambool (C),Daily smoker,15.31146,12.42754,11.80477,13.0783,Significantly higher
Warrnambool (C),Current (i.e. daily or occasional smoker),19.80932,16.741,16.03742,17.46903,Significantly higher
Warrnambool (C),Increased lifetime risk of alcohol related harm,61.10889,59.48907,58.59407,60.37781,Significantly higher
Warrnambool (C),Incr. risk of injury from a single occasion of drinking,45.82659,42.98549,42.10708,43.86834,Significantly higher
Warrnambool (C),Fair or poor self reported health,18.35429,20.28965,19.55869,21.04079,Significantly lower
Warrnambool (C),Low or medium life satisfaction,23.7689,20.45532,19.69321,21.23913,Significantly higher
Warrnambool (C),High or very high levels of psychological distress,16.66,15.43,14.75,16.14,Significantly higher
Warrnambool (C),Doctor diagnosed hypertension,28.08422,25.42567,24.74985,26.11354,Significantly higher
Warrnambool (C),Anxiety or depression,32.54305,27.36389,26.566,28.17655,Significantly higher
Warrnambool (C),Arthritis,21.36252,20.54975,19.97896,21.13254,Significantly higher
Warrnambool (C),Asthma ever diagnosed,27.38403,19.9574,19.24135,20.69326,Significantly higher
Warrnambool (C),Cancer,8.537391,8.055676,7.650898,8.479904,Significantly higher
Warrnambool (C),Type 2 diabetes,4.476135,5.452335,5.114101,5.81157,Significantly lower
Warrnambool (C),Heart disease,6.11808,6.74474,6.381202,7.127412,Significantly lower
Warrnambool (C),Osteoporosis,6.3431940000000004,5.669229,5.326293,6.032838,Significantly higher
Warrnambool (C),Stroke,1.641942,2.364184,2.142138,2.608632,Significantly lower
Warrnambool (C),Two or more chronic diseases,29.57441,25.48854,24.80298,26.18645,Significantly higher
Warrnambool (C),Had a blood lipids test in last 2 years,54.53709,56.78789,55.95063,57.62128,Significantly lower
Warrnambool (C),Had a blood pressure test in last 2 years,79.93696,79.5963,78.80486,80.36555,Not sig. diff.
Warrnambool (C),Had a blood glucose test in last 2 years,48.7844,50.72365,49.86354,51.58334,Significantly lower
Warrnambool (C),Had a faecal occult blood test 50 years of age,63.91454,60.14296,58.76671,61.50336,Significantly higher
Warrnambool (C),Had a bowel exam to detect cancer last 5 years,54.56143,46.75256,45.59576,47.91285,Significantly higher
Warrnambool (C),Had a mammogram to detect cancer in last 2 years,82.49528,79.2266,77.66267,80.70823,Significantly higher
Wellington (S),Obese,24.09982,19.26897,18.58293,19.97411,Significantly higher
Wellington (S),Overweight,57.08276,50.80429,49.90919,51.69888,Significantly higher
Wellington (S),Daily consumer of sugar sweetened soft drinks,14.16563,10.09867,9.516874,10.71183,Significantly higher
Wellington (S),Take away food consumed >1 day/week,6.512884,15.2893,14.59565,16.00974,Significantly lower
Wellington (S),Sedentary (inactive),1.544637,2.539791,2.256574,2.857514,Significantly lower
Wellington (S),Insufficiently physically active,32.53487,44.08774,43.18836,44.99101,Significantly lower
Wellington (S),Complied with vegetable consumption guidelines,4.111322,5.388293,5.0284,5.77238,Significantly lower
Wellington (S),Complied with fruit consumption guidelines,42.4898,43.19355,42.28772,44.10395,Not sig. diff.
Wellington (S),Daily smoker,11.26949,12.42754,11.80477,13.0783,Significantly lower
Wellington (S),Current (i.e. daily or occasional smoker),18.0242,16.741,16.03742,17.46903,Significantly higher
Wellington (S),Increased lifetime risk of alcohol related harm,64.80902,59.48907,58.59407,60.37781,Significantly higher
Wellington (S),Incr. risk of injury from a single occasion of drinking,53.38523,42.98549,42.10708,43.86834,Significantly higher
Wellington (S),Fair or poor self reported health,21.30177,20.28965,19.55869,21.04079,Significantly higher
Wellington (S),Low or medium life satisfaction,14.85335,20.45532,19.69321,21.23913,Significantly lower
Wellington (S),High or very high levels of psychological distress,9.78,15.43,14.75,16.14,Significantly lower
Wellington (S),Doctor diagnosed hypertension,28.77769,25.42567,24.74985,26.11354,Significantly higher
Wellington (S),Anxiety or depression,26.02841,27.36389,26.566,28.17655,Significantly lower
Wellington (S),Arthritis,21.79183,20.54975,19.97896,21.13254,Significantly higher
Wellington (S),Asthma ever diagnosed,18.75792,19.9574,19.24135,20.69326,Significantly lower
Wellington (S),Cancer,10.15219,8.055676,7.650898,8.479904,Significantly higher
Wellington (S),Type 2 diabetes,7.451218,5.452335,5.114101,5.81157,Significantly higher
Wellington (S),Heart disease,6.758685,6.74474,6.381202,7.127412,Not sig. diff.
Wellington (S),Osteoporosis,5.00764,5.669229,5.326293,6.032838,Significantly lower
Wellington (S),Stroke,3.567674,2.364184,2.142138,2.608632,Significantly higher
Wellington (S),Two or more chronic diseases,24.86629,25.48854,24.80298,26.18645,Not sig. diff.
Wellington (S),Had a blood lipids test in last 2 years,58.29175,56.78789,55.95063,57.62128,Significantly higher
Wellington (S),Had a blood pressure test in last 2 years,79.58476,79.5963,78.80486,80.36555,Not sig. diff.
Wellington (S),Had a blood glucose test in last 2 years,51.75262,50.72365,49.86354,51.58334,Significantly higher
Wellington (S),Had a faecal occult blood test 50 years of age,64.82938,60.14296,58.76671,61.50336,Significantly higher
Wellington (S),Had a bowel exam to detect cancer last 5 years,49.43397,46.75256,45.59576,47.91285,Significantly higher
Wellington (S),Had a mammogram to detect cancer in last 2 years,74.99375,79.2266,77.66267,80.70823,Significantly lower
West Wimmera (S),Obese,22.73975,19.26897,18.58293,19.97411,Significantly higher
West Wimmera (S),Overweight,62.56466,50.80429,49.90919,51.69888,Significantly higher
West Wimmera (S),Daily consumer of sugar sweetened soft drinks,18.70176,10.09867,9.516874,10.71183,Significantly higher
West Wimmera (S),Take away food consumed >1 day/week,15.30825,15.2893,14.59565,16.00974,Not sig. diff.
West Wimmera (S),Sedentary (inactive),2.319349,2.539791,2.256574,2.857514,Not sig. diff.
West Wimmera (S),Insufficiently physically active,57.05909,44.08774,43.18836,44.99101,Significantly higher
West Wimmera (S),Complied with vegetable consumption guidelines,3.185172,5.388293,5.0284,5.77238,Significantly lower
West Wimmera (S),Complied with fruit consumption guidelines,40.60668,43.19355,42.28772,44.10395,Significantly lower
West Wimmera (S),Daily smoker,13.54302,12.42754,11.80477,13.0783,Significantly higher
West Wimmera (S),Current (i.e. daily or occasional smoker),16.23847,16.741,16.03742,17.46903,Not sig. diff.
West Wimmera (S),Increased lifetime risk of alcohol related harm,66.97356,59.48907,58.59407,60.37781,Significantly higher
West Wimmera (S),Incr. risk of injury from a single occasion of drinking,50.20698,42.98549,42.10708,43.86834,Significantly higher
West Wimmera (S),Fair or poor self reported health,27.38868,20.28965,19.55869,21.04079,Significantly higher
West Wimmera (S),Low or medium life satisfaction,21.42403,20.45532,19.69321,21.23913,Significantly higher
West Wimmera (S),High or very high levels of psychological distress,11.61,15.43,14.75,16.14,Significantly lower
West Wimmera (S),Doctor diagnosed hypertension,27.55223,25.42567,24.74985,26.11354,Significantly higher
West Wimmera (S),Anxiety or depression,27.91082,27.36389,26.566,28.17655,Not sig. diff.
West Wimmera (S),Arthritis,26.0925,20.54975,19.97896,21.13254,Significantly higher
West Wimmera (S),Asthma ever diagnosed,13.60688,19.9574,19.24135,20.69326,Significantly lower
West Wimmera (S),Cancer,8.782057,8.055676,7.650898,8.479904,Significantly higher
West Wimmera (S),Type 2 diabetes,6.253163,5.452335,5.114101,5.81157,Significantly higher
West Wimmera (S),Heart disease,8.375501,6.74474,6.381202,7.127412,Significantly higher
West Wimmera (S),Osteoporosis,5.20705,5.669229,5.326293,6.032838,Significantly lower
West Wimmera (S),Stroke,1.030275,2.364184,2.142138,2.608632,Significantly lower
West Wimmera (S),Two or more chronic diseases,24.03988,25.48854,24.80298,26.18645,Significantly lower
West Wimmera (S),Had a blood lipids test in last 2 years,56.27619,56.78789,55.95063,57.62128,Not sig. diff.
West Wimmera (S),Had a blood pressure test in last 2 years,82.31245,79.5963,78.80486,80.36555,Significantly higher
West Wimmera (S),Had a blood glucose test in last 2 years,50.82988,50.72365,49.86354,51.58334,Not sig. diff.
West Wimmera (S),Had a faecal occult blood test 50 years of age,63.62599,60.14296,58.76671,61.50336,Significantly higher
West Wimmera (S),Had a bowel exam to detect cancer last 5 years,43.12488,46.75256,45.59576,47.91285,Significantly lower
West Wimmera (S),Had a mammogram to detect cancer in last 2 years,76.8195,79.2266,77.66267,80.70823,Significantly lower
Whitehorse (C),Obese,16.04341,19.26897,18.58293,19.97411,Significantly lower
Whitehorse (C),Overweight,46.88614,50.80429,49.90919,51.69888,Significantly lower
Whitehorse (C),Daily consumer of sugar sweetened soft drinks,6.12735,10.09867,9.516874,10.71183,Significantly lower
Whitehorse (C),Take away food consumed >1 day/week,17.30796,15.2893,14.59565,16.00974,Significantly higher
Whitehorse (C),Sedentary (inactive),2.975964,2.539791,2.256574,2.857514,Significantly higher
Whitehorse (C),Insufficiently physically active,46.61794,44.08774,43.18836,44.99101,Significantly higher
Whitehorse (C),Complied with vegetable consumption guidelines,5.261139,5.388293,5.0284,5.77238,Not sig. diff.
Whitehorse (C),Complied with fruit consumption guidelines,42.60694,43.19355,42.28772,44.10395,Not sig. diff.
Whitehorse (C),Daily smoker,6.218603,12.42754,11.80477,13.0783,Significantly lower
Whitehorse (C),Current (i.e. daily or occasional smoker),11.82032,16.741,16.03742,17.46903,Significantly lower
Whitehorse (C),Increased lifetime risk of alcohol related harm,55.32445,59.48907,58.59407,60.37781,Significantly lower
Whitehorse (C),Incr. risk of injury from a single occasion of drinking,39.07096,42.98549,42.10708,43.86834,Significantly lower
Whitehorse (C),Fair or poor self reported health,19.81616,20.28965,19.55869,21.04079,Not sig. diff.
Whitehorse (C),Low or medium life satisfaction,16.35396,20.45532,19.69321,21.23913,Significantly lower
Whitehorse (C),High or very high levels of psychological distress,9.81,15.43,14.75,16.14,Significantly lower
Whitehorse (C),Doctor diagnosed hypertension,24.47143,25.42567,24.74985,26.11354,Significantly lower
Whitehorse (C),Anxiety or depression,20.5521,27.36389,26.566,28.17655,Significantly lower
Whitehorse (C),Arthritis,18.11722,20.54975,19.97896,21.13254,Significantly lower
Whitehorse (C),Asthma ever diagnosed,19.88202,19.9574,19.24135,20.69326,Not sig. diff.
Whitehorse (C),Cancer,8.088943,8.055676,7.650898,8.479904,Not sig. diff.
Whitehorse (C),Type 2 diabetes,4.14279,5.452335,5.114101,5.81157,Significantly lower
Whitehorse (C),Heart disease,5.231264,6.74474,6.381202,7.127412,Significantly lower
Whitehorse (C),Osteoporosis,6.101094,5.669229,5.326293,6.032838,Significantly higher
Whitehorse (C),Stroke,2.185345,2.364184,2.142138,2.608632,Not sig. diff.
Whitehorse (C),Two or more chronic diseases,22.57143,25.48854,24.80298,26.18645,Significantly lower
Whitehorse (C),Had a blood lipids test in last 2 years,52.40837,56.78789,55.95063,57.62128,Significantly lower
Whitehorse (C),Had a blood pressure test in last 2 years,71.21326,79.5963,78.80486,80.36555,Significantly lower
Whitehorse (C),Had a blood glucose test in last 2 years,45.35456,50.72365,49.86354,51.58334,Significantly lower
Whitehorse (C),Had a faecal occult blood test 50 years of age,47.12909,60.14296,58.76671,61.50336,Significantly lower
