LGA_2016,Local Government Areas - 2016,SEIFAINDEXTYPE,Index Type,SEIFA_MEASURE,Measure,TIME,Time,Value,Flag Codes,Flags
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,957,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,203,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,38,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,18,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,3,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,23,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,789,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1070,,
22250,Gannawarra (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,10549,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1074,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,515,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,95,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,74,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,10,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,92,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,869,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1155,,
22310,Glen Eira (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,140875,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,947,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,166,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,31,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,12,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,15,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,750,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1081,,
22410,Glenelg (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,19557,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1035,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,465,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,86,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,61,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,76,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,906,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1129,,
22490,Golden Plains (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,21688,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,981,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,295,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,55,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,31,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,39,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,495,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1128,,
22620,Greater Bendigo (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,110477,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,896,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,64,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,2,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,12,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,2,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,3,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,683,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1088,,
22670,Greater Dandenong (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,152050,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,994,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,349,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,65,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,41,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,51,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,609,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1151,,
22750,Greater Geelong (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,233429,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,948,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,169,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,32,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,14,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,18,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,648,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1119,,
22830,Greater Shepparton (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,63837,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,995,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,353,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,65,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,44,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,55,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,864,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1069,,
22910,Hepburn (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,15330,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,945,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,158,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,29,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,10,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,13,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,784,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1069,,
22980,Hindmarsh (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,5721,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1015,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,422,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,78,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,55,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,68,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,655,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1150,,
23110,Hobsons Bay (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,88778,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,980,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,290,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,6,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,54,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,30,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,4,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,38,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,581,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1101,,
23190,Horsham (RC),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,19642,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,947,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,168,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,4,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,31,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,13,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,17,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,445,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1121,,
23270,Hume (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,197376,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1016,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,425,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,78,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,57,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,8,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,71,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,882,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1109,,
23350,Indigo (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,15952,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1044,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,482,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,89,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,65,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,81,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,765,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1129,,
23430,Kingston (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,151389,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1048,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,491,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,91,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,68,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,84,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,786,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1139,,
23670,Knox (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,154110,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,931,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,121,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,23,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,4,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,1,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,5,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,499,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1118,,
23810,Latrobe (C) (Vic.),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,73257,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,942,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,150,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,3,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,28,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,9,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,2,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,12,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,802,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1079,,
23940,Loddon (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,7516,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1060,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,500,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,92,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,71,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,88,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,835,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1132,,
24130,Macedon Ranges (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,46100,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1066,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,506,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,10,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,93,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,72,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,9,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,89,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,969,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1152,,
24210,Manningham (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,116255,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1015,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,424,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,8,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,78,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,56,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,7,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,70,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,927,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1113,,
24250,Mansfield (S),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,8584,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,995,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,352,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,7,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,65,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSR,Rank within State or Territory,2016,2016,43,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSD,Rank within State or Territory - Decile,2016,2016,6,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,RWSP,Rank within State or Territory - Percentile,2016,2016,54,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,MINS,Minimum score for SA1s in area,2016,2016,698,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,MAXS,Maximum score for SA1s in area,2016,2016,1116,,
24330,Maribyrnong (C),IRSD,Index of Relative Socio-economic Disadvantage,URP,Usual resident population,2016,2016,82288,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,SCORE,Score,2016,2016,1045,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAR,Rank within Australia,2016,2016,483,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAD,Rank within Australia - Decile,2016,2016,9,,
24410,Maroondah (C),IRSD,Index of Relative Socio-economic Disadvantage,RWAP,Rank within Australia - Percentile,2016,2016,89,,
